seller_id,total_orders,total_revenue,avg_order_value,late_delivery_rate,avg_review_score,total_product_value,total_freight_value
79ed755314cfe6df0daef2c6cd3022cd,26,5100.78,196.18,0,4.71,4037.4,477.32
4f0d637c1197fd65405ebd755ac9f86b,2,232.47,116.24,0,5,199.8,32.67
a2e874074c877c5a05abae80ad6e488f,45,8682.02,192.93,0.0444,4.18,9307.22,1228.38
ba90964cff9b9e0e6f32b23b82465f7b,45,45523.5,1011.63,0.0667,4.42,46444.9,1438.43
542917da124346b47ea1ac79a93ce454,21,1744.99,83.09,0.0476,4.19,1341.9,378.29
b372ee768ed69e46ca8cdbd267aa7a38,73,16805.28,230.21,0,4.42,13070,1252.4
d20b021d3efdf267a402c402a48ea64b,110,8645.1,78.59,0.1636,3.67,4127.13,1593.73
cce6ab8d1682639fe45ab70234f1665f,70,3902.79,55.75,0.0714,4.46,2677.6,1239.49
e883aa812c37a7413226856f4579fe91,30,5061.9,168.73,0.0333,3.93,4427,477.55
729f06993dac8e860d4f02d7088ca48a,116,28399.73,244.83,0.0948,4.35,20344.88,5022.87
97512d3fc193b2d1dfcdba0f9d1f0f8a,13,1950.7,150.05,0.0769,4.31,1458.87,341.55
b56906f7fd1696e043f1bcce164c487b,44,3254.32,73.96,0.0455,3.95,2212.47,901.09
0ffa40d54288e4f3499b8780dd0f144f,35,3054.06,87.26,0.1429,4.4,2162.8,583.67
b37c4c02bda3161a7546a4e6d222d5b2,15,145319.04,9687.94,0.0667,1.4,24075,412.6
289cdb325fb7e7f891c38608bf9e0962,125,20058.26,160.47,0.016,4.59,13410.55,2075.52
87d30a6a0cbf89356e49324971ab1d24,17,2349.91,138.23,0.0588,4.35,2134.13,215.78
31561f325664a8a7aba4c8d0c3a9b3db,39,3646.74,93.51,0.0256,4.56,2757.09,642.65
ed4acab38528488b65a9a9c603ff024a,43,17106.06,397.82,0.0233,3.67,14238.42,656.32
c4d51195486dc781531876a7d00453d8,17,12038.35,708.14,0.2941,3.94,11468.98,569.37
fad44952713764836814be105382aee5,34,5743.71,168.93,0.0294,4.24,5489,541.49
66fd84ee7528c0c0de85d0f44a73d5ab,22,4309.8,195.9,0.0909,2.82,1528.01,507.49
e067ad2c1c0b48758eb1b5228bcf7a68,63,7105.99,112.79,0.0952,4.14,5153.4,1028.23
f67efa3f0b6761102a7f8c6b7b571f5d,32,6382.76,199.46,0,4.44,5188.68,841.49
b64d51f0435e884e8de603b1655155ae,25,1255.8,50.23,0.2,3.88,432.18,387.82
cac4c8e7b1ca6252d8f20b2fc1a2e4af,94,7016.7,74.65,0.2447,3.46,4930.07,1720.46
b8578d2d823bd8e251f6fdd02b40902d,9,1560.73,173.41,0,4.44,1255.6,244
34056b8b55c1775a22af2331670a799c,77,8150.21,105.85,0.1169,4.04,6398.7,1751.51
40d54b51e962dbe09cabbcfd33298dee,34,7551.4,222.1,0,3.97,7292.25,576.99
c68fb906c8f4b4b946d8386bfa6e5467,51,6429.11,126.06,0.0196,4.54,4741.05,949.52
701938c450705b8ae65fc923b70f35c7,113,41758.33,369.54,0.0531,3.77,12087.23,3843.38
5160d23075764e18e07c1f4a87fad743,38,4040.33,106.32,0.0263,4.45,2359,478.64
0432ead42b6c8a0bdf68154add917fdf,92,10210.48,110.98,0.0326,4.58,7873.9,1226.54
52d76513f0c4d97f3b99570e2c94ee31,28,27871.98,995.43,0.0357,3.88,8153.1,889.26
d4e4b5192cba4e0e66eb12a9d347239d,11,625.4,56.85,0,4.45,431.9,193.5
633ecdf879b94b5337cca303328e4a25,6,1125.49,187.58,0.6667,1.8,1037.6,87.89
a369d693961cb93b61ca2cc518872a85,18,6092.17,338.45,0,4.11,2597,616.79
1caf283236cd69af44cbc09a0a1e7d32,39,1872.54,48.01,0.1026,4.56,986.61,650.43
3dbbce181edfaa4a597ec858c382d2ec,20,1776.24,88.81,0.1,4.35,848.3,440.27
cbf09e831b0c11f6f23ffb51004db972,10,1815.4,181.54,0,4.4,1535.2,280.2
e5a38146df062edaf55c38afa99e42dc,127,19134.68,150.67,0.0866,3.96,15511.05,1928.21
3d8fa2f5b647373c8620330c4e077a9f,50,5607.77,112.16,0.02,4.07,3734.72,835.5
13c2ed7698b3ca92dad49e849219da59,9,766.85,85.21,0,4.44,498.61,154.68
2c9e548be18521d1c43cde1c582c6de8,172,13147.63,76.44,0.1686,3.96,6162.56,2478.65
53336f97ddbe53e2a617d07b17447b95,1,674.83,674.83,0,5,599.5,75.33
7b0df942f46435babab05d49b744b2c4,48,23272.78,484.85,0.0625,4.59,34380.71,954.97
485452467ff670447e84a8370c3fc898,3,315.44,105.15,0,4.67,175.7,139.74
671585f5a2af58b6e276bc01003c0d2b,27,1692.11,62.67,0,4.7,1244,448.11
406822777a0b9eb5c50e442dd4cd3ec5,51,4817.59,94.46,0.1373,4.34,3797.59,1006.69
b6d44737c043328708f6749c2dbe50bd,84,14207.26,169.13,0.0714,4.55,5594.5,1639.19
99002261c568a84cce14d43fcffb43ea,37,5228.65,141.31,0.0811,3.76,4248,1164.67
e9c6969d40e6a3d2d0f90013165c2b98,11,5481.98,498.36,0,4.45,5963.98,261.82
dd533b429f380718b70ad9922c294bae,43,4959.24,115.33,0.1163,3.86,2244.88,1091.3
5b85809efd0d0e4dea1a9544e1280ed9,14,2625.84,187.56,0,4.36,1804.6,292.76
b1b3948701c5c72445495bd161b83a4c,14,21924.25,1566.02,0.6429,1.93,21519.5,404.75
004c9cd9d87a3c30c522c48c4fc07416,206,28502.65,138.36,0.0728,4.12,25159.33,5164.72
8b2492b7ff4468839593fafeed55bad9,46,8988.82,195.41,0.1087,3.91,3668.51,684.12
002100f778ceb8431b7a1020ff7ab48f,58,2445.33,42.16,0.1552,4.09,1285.2,823.21
c157bdeedcbc9a8e3c8bf0d87ff24428,10,1115.73,111.57,0,4.5,514.27,208.7
54aa8463e87776b5612f4bdc4bd5d4de,7,772.83,110.4,0,3.86,649.3,123.53
ff1e15b778c700abdd4d239b81ac466d,7,529.16,75.59,0,4.57,414.3,114.86
f615fe7efbef0f4f08fd3086bc7a3e60,23,2960.55,128.72,0.087,4.52,2061.37,369.71
b17b679f4f5ce2e03ce6968c62648246,53,4744.24,89.51,0.1887,3.87,3532.12,1056.07
3a490ba60afa30ece0e7d50cfe74a4f0,8,1695.07,211.88,0,4.63,1529.2,165.87
715bbd5ba4e6b74cb0d2f29eb45058b0,75,5901.96,78.69,0.0667,4.41,5488.3,1734.25
5a93f3ab0ef4c84ed5e1b5dbf23978bc,44,3245.39,73.76,0.0227,4.82,2322.09,670.54
066a6914e1ebf3ea95a216c73a986b91,74,11858.03,160.24,0.0405,4,9042.36,1686.3
f181738b150df1f37cb0bd72e705b193,40,6703.17,167.58,0.1,4.53,6186.7,1228.96
7c5b05cbdb5542049f38d90d7815b97d,23,1628.34,70.8,0.0435,4.57,993.97,298.92
3a734b715d333a2588a3d54a0c9b8746,21,4826.18,229.82,0.0476,4.67,2121.52,348.3
21c62b998a043ebe31161d38f84929fc,4,841.33,210.33,0,4.5,750.49,90.84
d94a40fd42351c259927028d163af842,112,20654.55,184.42,0.0357,4.1,14061.8,3483.47
612170e34b97004b3ba37eae81836b4c,117,26144.2,223.45,0.0171,4.44,25284.91,2475.24
c4f7fee5b0db50e87766f5a4d1b1b758,6,2914.72,485.79,0,4.17,2901.08,176.24
76c47a299e4a8fe992316a85865acbe9,10,3051.02,305.1,0.2,4.8,1024.46,221.88
38e679b9e0064cd94c6f035707344dae,29,4520.52,155.88,0.0345,4.18,3857.41,722.15
e882b2a25a10b9c057cc49695f222c19,60,55918.57,931.98,0,4.6,52774.27,3030.42
270d3ef21830ad0ecf3a6c53d08a533a,17,2768.59,162.86,0,2.29,471,217.61
9c1c0c36cd23c20897e473901a8fb149,7,803.66,114.81,0,5,544.97,172.07
17a053fcb14bd219540cbde0df490be0,152,71050.87,467.44,0.0789,4.24,41432.92,8960.52
e2c92f9c1c7746d899d18f2e158bbff7,13,1956.3,150.48,0,4.62,1778.9,328.72
d03698c2efd04a549382afa6623e27fb,28,12762.4,455.8,0.0357,4.64,17373.01,1268.62
02dcd3e8e25bee036e32512bcf175493,17,2392.71,140.75,0.4118,3.59,1491.9,314.17
42bde9fef835393bb8a8849cb6b7f245,39,9901.25,253.88,0.0256,4.28,7574,767.37
4b5f66b7adcf57f1ecc0d3c07dd6b177,38,17757.97,467.32,0.0263,4.08,6381.78,734.18
b8114f2f589a6804810f04f99b36b498,11,2549.39,231.76,0,4.73,1399.62,292.41
ff1fb4c404b2efe68b03350a8dc24122,51,8400.11,164.71,0.1373,4.1,7426,1015.84
272f092de69afedd4d2969440b37f18f,40,4368.93,109.22,0,4,1896.23,542.23
9d681c7e12db302cb261e721040dde65,14,1151.12,82.22,0,4.93,785.6,273.08
14a08204d03bb6b6bde8029f801ae0eb,38,5437.54,143.09,0,3.82,2185.4,593.7
5c853bb56f70f4d14218944bae111d7a,26,838.96,32.27,0,4.08,291.11,265.84
903037660cf848a717166eb7a06d616e,61,12288.29,201.45,0.1639,3.79,8067.57,1122.77
13d058e4eeac2ce8217660b2f8a05812,22,4647.37,211.24,0.1364,4.18,3739.78,907.59
2c4c47cb51acd5ea5db5e0ae0e26542a,15,4170.12,278.01,0,4.6,2575.9,341.47
cee48807215b30a12ca2ca10ffb5f250,42,8658.25,206.15,0.1429,3.76,7458.03,950.43
656591be56071d4c9ef4e5fee78a578a,11,3659.2,332.65,0.2727,4.64,1702,319.2
7bac63f6603d382cc8d0832eb6c100a8,22,8114.6,368.85,0.2273,4.09,9606.95,416.93
2dd1fb6f0e42a2243b8a01e40cd41216,4,1228.34,307.09,0,3,686.89,80.43
f3da5b2ff499efb8d4a6d371d175d7dd,89,5672.24,63.73,0.1236,3.93,3815.28,1222.1
85cc55e048b6bcc90c75afe7f0e72f72,9,506.87,56.32,0.2222,4.44,308.28,193.48
094ced053e257ae8cae57205592d6712,20,2122.26,106.11,0,4.1,1538.1,477.26
a06c8ff043abea0528ee44171e2140a2,8,606.93,75.87,0,4.75,514.5,92.43
06df0c10d34e459d9672bc77388742eb,30,12122.79,404.09,0.1,4.37,9070,525.77
93dc87703c046b603023e75222018b45,34,9836.83,289.32,0.0882,4.16,8149.35,648.99
17ca9b9e9b9ef8fdb529001b49ebb50f,134,14981.05,111.8,0.0224,4.03,9989.68,2457.57
a938325a4b357fd23a6a4d5bb126408e,26,4353.92,167.46,0.0385,3.92,3390,575.67
8d46553a36e68f95350a200c12f8f2e2,12,918.73,76.56,0,4.17,673.9,171.31
2089a6d640999f9b9141ac719b2af596,43,8395.23,195.24,0.186,3.84,8072.02,676.27
f9244d45189d3a3605499abddeade7d5,20,15902.16,795.11,0,4.35,15081.44,820.72
6750d71153f00fc58829af2a8ef1bcf1,8,3731.88,466.49,0,4.25,3762,147.56
d06d019f72a04e5497a0b64190af170c,17,2641.44,155.38,0.0588,4.53,2415.93,225.51
7f152321c60a266edc53af1925ef96c1,20,4756.93,237.85,0.3,3.8,3919.8,552.12
e0878efa0e0b7e5313ac0b43bc04c081,29,6161.68,212.47,0.2069,3.55,5285.3,539.75
0ebd97a106433a45a4aebe57c1799778,33,4037.93,122.36,0,4.52,3176.7,623.37
bd149ed516d4c5d418d5781f8e18919f,10,652.58,65.26,0,4.9,451.9,155.02
655220df33262c7e0c4949a147366f94,15,4006.65,267.11,0.1333,4.2,2245,681.53
30a2f535bb48308f991d0b9ad4a8c4bb,92,9064.4,98.53,0.0326,4.16,4980.8,1134.35
5f2684dab12e59f83bef73ae57724e45,79,11572.2,146.48,0.0506,3.82,9520.37,1221.08
53d00c40e32aeb924a84ce72b1af869d,17,2649.55,155.86,0.2353,4.35,2165.85,296.22
1987cd4be10fe09ee50454f9c354d1c6,16,3684.51,230.28,0.0625,4.25,2877.7,257.53
972d0f9cf61b499a4812cf0bfa3ad3c4,90,11667.4,129.64,0.1111,2.93,8233.52,2194.7
440dd6ab244315c632130ecfb63827b1,96,15516.15,161.63,0.125,3.88,13567.7,2163.79
343e716476e3748b069f980efbaa294e,24,2350.06,97.92,0.0417,4,922.6,312.1
8a130737016f838139d31878787a39c9,78,6079.07,77.94,0.0513,4.46,5172.53,1005.56
730937bf88cb151eb2eb849f642fc213,26,4578.49,176.1,0.0385,4.42,2821.2,455.97
6d803cb79cc31c41c4c789a75933b3c7,69,12503.69,181.21,0.058,4.29,8926.2,1267.22
138dbe45fc62f1e244378131a6801526,58,2804.17,48.35,0.0345,3.98,1125.56,689.24
f0837c8d71434931d9e38e7b79234797,25,5291.23,211.65,0.04,4.64,4633.9,662.1
b9ca8e8baa5d4aa038394a700f63e69f,14,1677.95,119.85,0.0714,4.21,1289.77,388.18
ed46f1eb4a638113deb2a1137b5f22e9,4,3686.68,921.67,0,4,3470,216.68
bf3c6d2a28b2b5501e6c15448982dcc9,43,6034.13,140.33,0.0233,4.42,3956.5,691.65
6a0cbc8af2e8abd1bdfb777943d174c6,35,4517.15,129.06,0.0857,4.06,3903.15,750.3
0176f73cc1195f367f7b32db1e5b3aa8,39,6416.22,164.52,0.1026,4.08,4763.1,1305.99
e8f6dc8e6a1dcde89d20e3995c8d90b3,44,12118.6,275.42,0.0682,3.57,2148.74,2016.8
aced59e9b31ef866a94f9e7f29d8d418,78,11387.35,145.99,0.0641,4.5,8032,1208
cc5a78bbad32776dc4e3af205218368c,38,9878.54,259.96,0.0263,4.47,4269.18,1304.17
59cd88080b93f3c18508673122d26169,13,732.21,56.32,0.2308,4.77,425.53,201.01
2e3be8a987a30d7544dbbda6861cc14e,15,3052.33,203.49,0.0667,3.6,2472.86,278.05
cf2384dd2f1dddea3f838efed0945e65,18,2534.94,140.83,0,3.94,2357.3,490.59
b8bc237ba3788b23da09c0f1f3a3288c,48,17634.04,367.38,0.0208,4.36,13975.7,1981.94
a080fc8a850289b27500f6b49cca2553,4,435.57,108.89,0,4.75,383,52.57
cbd996ad3c1b7dc71fd0e5f5df9087e2,199,15068.32,75.72,0.1055,4.12,8513.94,2920.66
10076e5788b8ee532724bcd460baf762,27,1576.94,58.41,0.037,4.63,871.46,390.09
960945e1a9535cbc0cd6ddd35fbe7ae8,29,4047.05,139.55,0,4.66,3381.73,479.8
cb8bcce248bb1fb274ba762d8b971456,68,10916.69,160.54,0.0147,4.29,9292.3,1213.2
b39d7fe263ef469605dbb32608aee0af,50,7451.69,149.03,0.04,3.78,5254.1,1076.74
2ec6e37d992a95eaddb3369dcbcc76d9,3,388.24,129.41,0,1.67,239.7,31.15
eb9267cccc90f1b49c8d2f9887c7dd97,1,346.27,346.27,0,5,319.9,26.37
a435b009cd956ea60748b5cfbddf2e24,3,406.39,135.46,0.6667,4.33,361.18,45.21
6b90f847357d8981edd79a1eb1bf0acb,51,4306.84,84.45,0.0392,4.37,3509.68,769.87
71039d19d4303bf9054d69e9a9236699,38,4462.25,117.43,0.2632,3.68,3537.2,621.45
f5f1f2c5f923f36ad79ea1d07185ddc9,11,2020.09,183.64,0.0909,3.45,1517.77,173.73
b2c97074649f92197d9387d9033dda5f,11,1086.06,98.73,0.0909,4.64,684.71,279.37
dd55f1bb788714a40e7954c3be6df745,38,8252.56,217.17,0.1579,3.82,7081.66,676.48
34f563c82a85b99ae9e6d60db5fc2e28,8,4027.7,503.46,0,4.63,2332.3,246.2
5debea795b07621e1f90532e18f96145,33,3202.69,97.05,0,4.27,1883.78,504.35
f76a3b1349b6df1ee875d1f3fa4340f0,25,4933.75,197.35,0.4,3.36,4300.69,601.72
198c7ea11960a9844b544d9bcdca860c,25,2225.38,89.02,0.12,3.88,1733.75,491.63
7aa4334be125fcdd2ba64b3180029f14,252,24181.19,95.96,0.1349,4.09,16858.62,4639.9
33cbbec1e7e1044aaf11d152172c776f,16,1199.2,74.95,0,4.69,730.67,398.83
fadb07c842a2aef5d5a676b85f220e71,7,570.37,81.48,0,4.71,398.75,171.62
d94ba08b99bedd6a5f6c875ecc4a6fac,9,857.76,95.31,0,4.78,539.1,161.6
dc4a0fc896dc34b0d5bfec8438291c80,268,35011.97,130.64,0.0634,3.77,26056.8,5039.18
7178f9f4dd81dcef02f62acdf8151e01,222,43490.74,195.9,0.045,4.01,37535.68,4502.49
744dac408745240a2c2528fb1b6028f3,86,29140.47,338.84,0.0116,4.5,22928.6,1930.18
95f83f51203c626648c875dd41874c7f,68,7380.6,108.54,0.0441,3.21,3167.54,1613.41
44073f8b7e41514de3b7815dd0237f4f,156,24223,155.28,0.0449,3.72,18863.44,3244.89
2f74af7a0ee5636f12c2336f9fffed47,14,724.47,51.75,0,4.36,620.6,173.11
0ed6ce5d87fd9c69eaacaeb778d67235,42,2697.3,64.22,0.1429,4.39,2026.52,670.78
9d4db00d65d7760644ac0c14edb5fd86,110,11846.18,107.69,0.0364,4.54,10870.64,1704.94
01bcc9d254a0143f0ce9791b960b2a47,12,1644.69,137.06,0,4.33,1628.79,303.68
4c498c7345e89aebad651544829beca0,47,5452.65,116.01,0.1277,4.28,4570.27,561.39
c8b0e2b0a7095e5d8219575d5e7e1181,90,14010.79,155.68,0.0667,4.09,12788.19,1592.16
8f54d64f28a993550aa7943f12572959,16,3321.12,207.57,0.0625,3.81,2755.5,377.62
08cdbae123ff67ca4e36d9d641ce0119,7,8858.71,1265.53,0.7143,2.43,3517.99,1158.06
6524b847b982cd56bb5d4b02b776ee42,2,1669.88,834.94,1,4,779.8,55.14
f205b1a3ca9a34e0f8a228bae6e4c7b3,9,1484.9,164.99,0,4.89,1187,436.91
2745f798279e0ed033addcc1474776d7,33,4569.75,138.48,0.0909,3.94,3826.18,723.88
9bade61a92bed55a25d2b67b9f4ed739,3,287.66,95.89,0,2.33,117.68,57.12
c53bcd3be457a342a97e39e5a9f0be22,5,815.69,163.14,0,3.2,509.5,186.09
cb32766839f443db85c82a43c4a6c19e,2,265.51,132.76,0,3,234,31.51
282c7480173bb9c01dd41cc739fec010,8,7834.89,979.36,0.125,4.43,4274.2,192.11
7681ef142fd2c19048da7430856b5588,78,67645.01,867.24,0.1154,4.16,31507.81,2901.05
0ddefe3c7a032b91f4e25b9c3a08fca1,10,630.56,63.06,0,4.5,402.9,150
d12c926d74ceff0a90a21184466ce161,107,9157.36,85.58,0.0093,4.12,4300.84,1372.08
3be634553519fb6536a03e1358e9fdc7,99,9958.75,100.59,0.0909,3.97,5468.28,1940.81
08d2d642cf72b622b14dde1d2f5eb2f5,21,1580.71,75.27,0.1429,4.43,939,318.01
821fb029fc6e495ca4f08a35d51e53a5,26,19465.03,748.66,0.3462,3.56,18240.62,1449.09
2a5b78b41cd05baeac8df54c6606b92c,56,20077.57,358.53,0.0179,4.3,15554.28,1021.19
5b925e1d006e9476d738aa200751b73b,68,9420.85,138.54,0.0588,4.62,8623.5,1143.1
bc503e244f187939d10c92a5c8e378ce,13,2393.71,184.13,0.0769,4.15,430.31,173.41
455c5640e8c5bd1b2ee85c0158f85727,8,7186.89,898.36,0,4.5,6729.5,457.39
b1ac6ea7895bc3dd6f0f6f4abbdd2821,38,3734.36,98.27,0,4.53,2962,772.36
c0563dd588b775f2e37747ef6ad6c92c,28,4182.68,149.38,0.1071,4.36,3697.2,397.48
aa1eb17b9fdf6dfd546e25c45c7b9235,4,229.04,57.26,0,4.5,117.99,36.27
13074f016982ff2bd6c58ced8682f000,16,3009.9,188.12,0.25,4.13,2195,814.9
817f85dbb65aa3e70831d90fe75cdf89,11,1783.89,162.17,0,4.55,1552.27,231.62
4aba391bc3b88717ce08eb11e44937b2,29,8529.44,294.12,0.1379,4.03,7405.88,781.84
8daab2245ebdc277c51098d01c5ad8ef,16,1888.64,118.04,0.0625,4.63,1604.59,284.05
39d54ff918774174706fb065d7f9dc07,25,2486.72,99.47,0.12,3.96,1653.69,361.06
5d0363b33554b373851fc1622e4d5f3c,97,9005.4,92.84,0.0825,4.08,6703.59,2242.57
822166ed1e47908f7cfb49946d03c726,161,11703.9,72.7,0.0062,4.16,4475.55,2976.58
3f0e48d209018b466fcd3bb4ccfeb520,10,6716.36,671.64,0,3.9,5399,255.8
15aac934c58d886785ac1b17953ea898,26,6662.14,256.24,0.1538,4.12,4353.9,665.7
7f40d06aa0b5f1aa4f41af8c0480e2ef,6,1435.62,239.27,0.1667,4.83,1309.94,125.68
093805f8f2aeb63881444571e1f48f30,27,2523.72,93.47,0.037,3.81,1215.79,343.94
6c177e38df6d3f34182b1f1d427231bf,56,9277.94,165.68,0.0357,4.16,8391.89,1025.45
134285d1f41da5c13a756ee8142c8a4e,6,2694.27,449.05,0,2.17,2570.5,123.77
fffd5413c0700ac820c7069d66d98c89,59,12063.53,204.47,0.1356,3.86,8833.6,2672.7
d650b663c3b5f6fb392b6326366efa9a,59,19458.39,329.8,0.0678,4.39,19253.9,914.35
6c99c983ce3b6ba0ab813e6790e81691,10,752.51,75.25,0,3.8,588.95,249.86
1fe5540d7c1c37a595fefbacd5570d9e,25,7476.93,299.08,0.04,4.28,4537.6,581.15
2953ce3a88f5e3c3b696d77fc9e4c8eb,15,698,46.53,0.2667,4.67,470,161.32
bd697db56ff8e7c9cd1abeb7f72029b2,32,3377.62,105.55,0,4.13,4609.68,467.83
1d4587203296c8f4ad134dc286fa6db0,41,3685.88,89.9,0.0488,4.37,2287.5,654.41
845e8036c3f7bf62099352f5ed910240,33,3016.25,91.4,0,3.55,2219.7,629.6
7f7b8245c336066a1f9933c359f11d77,43,3249.67,75.57,0.0233,4.56,2094.36,535.87
8c9348f33ae3dada25c99c99ade2af78,3,364.93,121.64,0,5,395.98,75.32
50c9975695009e5e6473912e83a6d1da,70,9751.09,139.3,0.1,4,4065.2,3017.28
9b00ed88b7fdb95d6ff76e27c1b52d16,51,2593.11,50.85,0.0588,4.59,1580.38,579.65
02ecc2a19303f05e59ce133fd923fff7,25,7844.22,313.77,0,4.56,5503.09,493.49
d66c11a9572221d92fbb8c4897db5f9b,16,1164.38,72.77,0,4.56,776.56,387.82
b98b715fe9e276204e2a3464f48cd796,4,439.53,109.88,0.25,4,388.6,50.93
0570350b23eda5444f8d1d9544932058,11,2169.96,197.27,0,5,626.9,124.86
dfa0c4c6229ab200a4a1336b4d7128ff,87,8442.71,97.04,0.0345,4.02,4807,1784.17
5ab05b6d86d417796c69ffd6774ec832,12,2710.43,225.87,0.0833,3.67,1886.1,256.75
d29ba1220fb8634fa3a107e54497b8a4,9,907.86,100.87,0,3.22,724.94,182.92
b6dc74ed30f124f95227bed4e43a3bed,11,695.13,63.19,0.0909,4.73,420.52,176.81
08084d990eb3f53af056ccbc1730c8a7,12,795.98,66.33,0,4.45,372.5,234.29
712e6ed8aa4aa1fa65dab41fed5737e4,89,49739.95,558.88,0.2022,3.45,40394,6940.63
0873d9f8f36123f8d910f4760e788cfb,6,7564.81,1260.8,0.5,3.17,7265.59,161.06
a5a1bfcf728ab0e19182959cf0771ee4,25,2826.23,113.05,0.08,4.24,1932.44,361.17
81336a0f57a33776419727a300249e90,18,2144.66,119.15,0.2222,3.83,1351.9,277.8
ad97a199236354e53fcd91a5a913e9a2,18,14872.94,826.27,0.1111,4.5,12906.85,914.97
49067458c68f7701fd334ce326accbe0,38,4079.88,107.37,0.0789,3.37,1077.1,586.33
1ce3ae5a399804d1a87e706f8a813c3e,45,5579.71,123.99,0.0889,3.73,2632.9,873.15
cb9fb4ca75d7ba8437480e8dde64fe98,10,773.4,77.34,0,4,532.14,173.42
1c40343cc5d18c2d8248ac2f3366de34,22,3368.2,153.1,0.0909,4.55,2461.41,378.01
8b8cfc8305aa441e4239358c9f6f2485,15,13110.7,874.05,0.1333,4.2,11892,1218.7
bf100ecb7997df312b285358fb32f92c,21,2474.81,117.85,0,4.37,1991.9,345.11
3ade81dab5a172b88e1871c28ae05260,30,7722.93,257.43,0.1333,4.24,5383.6,1437.99
1dd33b8119b3cb1056ed5dc88cd0aaf4,8,1641.74,205.22,0.125,3.75,1513,128.74
5b8154610ebb21fb90eb587365e673df,42,11010.64,262.16,0.1429,4.19,9803.03,1093.47
741f8c587cb4248ebc5b779a0e8e0e51,5,157.64,31.53,0.2,4,89.95,67.69
02f623a8eb246f3c5f7c2f96462654e6,45,7207.63,160.17,0.0889,4.55,6518,843.97
7f2617c58d5d06806987308b45654351,23,4312.69,187.51,0.087,3.87,3656.8,326.47
b1aaae6b66ad3c40f54b389d7ea4bee0,17,2112.76,124.28,0,4.47,1176.5,392.74
5795aebfe331fbcd02a2c4b679fb7952,6,1783.73,297.29,0,3.83,1280,156.09
3c4e0452bff7a2a788179488d3d77032,39,5119.6,131.27,0.0256,3.82,4057.1,652.58
4e7c18b98d84e05cbae3ff0ff03846c2,92,13905.26,151.14,0.0435,4.2,9566.9,2971.9
f9903dd0f812c7e771fcad47b6fff231,15,3539.26,235.95,0,2.93,1684.85,416.63
8d899e15a5925f097cca50faa49b15e3,10,2965.16,296.52,0.6,2.5,645,150.98
6eeed17989b0ae47c9f11ece6f38ea90,3,819.53,273.18,0,3.67,557,119.01
b2eecf5ea250510da76590ca79d60e5d,13,1428.79,109.91,0,5,1130,181.35
82e0a475a88cc9595229d8029273f045,88,32894.03,373.8,0.0568,3.24,11650.22,1607.06
8a2d12a90e92f012ce5226fc6592b653,19,2148.55,113.08,0,4.61,1713.65,358.04
d93919c944be9cff128f6c9cb899eacb,33,3624.01,109.82,0.1818,4,2666.7,957.31
b8555308bfdb4ca1ed54325a58da9a97,28,4092.23,146.15,0.0714,4.07,3047.2,582.83
8bd0f31cf0a614c658f6763bd02dea69,36,6199.28,172.2,0.0278,4.23,4655.33,1005.47
41c2bad7229b0c25e6becf179ebf63ff,23,1225.54,53.28,0,4.96,782,189.92
0daf5180aa44356f60f8effa533b55a2,2,183.63,91.82,0.5,5,144.8,38.83
e1dc0754bada9ee4cfe9713f22f61292,12,1149.78,95.82,0,3.83,885,264.78
2be17df1c49978426251562096c3cc09,17,2507.01,147.47,0.0588,4.18,2304,333.97
ca77545ca4d2dfd1431bf61334e2fa3c,10,1980.59,198.06,0,4.8,760,213.71
762ed976527cddf02787edba70fffa2a,4,373.7,93.43,0,2.25,179.8,60.32
0885aaf116795758dfeb5f1032487bcd,30,4154.57,138.49,0.0333,4.27,2753,512.2
ce27a3cc3c8cc1ea79d11e561e9bebb6,159,56465.84,355.13,0.0189,4.1,10137.25,2320.54
23613d49c3ac2bd302259e55c06c050c,83,8690.65,104.71,0.1325,3.67,4668.7,2307.41
615005a3ef192c00c6f0e977cee3d2bc,11,578.64,52.6,0.1818,3.91,286.5,155.64
974cf2cb8f4b7add98709c30df02fe10,30,3191.9,106.4,0.0333,4.17,2694.7,497.2
1b65c144b17e607c0f37f10bb7dfec8d,5,1393.86,278.77,0,2,1109.5,144.85
51ed72984a04e5dd35c2b27e77179038,7,1493.23,213.32,0.1429,3.57,1294.3,198.93
0951a6e282947e09cd47969f4ed0b47f,7,580.32,82.9,0,4.86,492.3,88.02
6e4a902d1054e4e17aa6eab87fac1c75,8,810.48,101.31,0.25,4.25,586.57,109.13
cda598c48d7c614bc1cad7d8ff6f0010,18,1802.82,100.16,0,3.94,1118.6,301.6
eb3071b9f0b0ddaa2df5ea130f09f26b,11,9881.86,898.35,0.0909,4.64,6230,581.42
f789d2c4f2c2eb38fc4373e7a4b35264,49,7528.32,153.64,0.0408,4.18,4864.24,869
6d988d6174a2c27441597174f8905515,24,1209.35,50.39,0.0833,4.25,387.77,380.57
45d33f715e24d15a6ccf5c17b3a23e3c,59,7743.53,131.25,0.0678,4.19,4557.47,881.09
2528744c5ef5d955adc318720a94d2e7,5,6508.7,1301.74,0,2.4,6245,263.7
bbaff50f3b708fda865918715276cd87,17,1409.71,82.92,0.1176,4.82,495.7,225
0791d9fc1e30678ecf03d3e55fa108d3,11,3943.31,358.48,0,2.73,842,186.99
